NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N#,SerialNumber,HasSafetyRec,Mode,ReportType,OriginalPublishedDate,DocketOriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,OnboardInjuryCount,OnGroundInjuryCount,ProbableCause,Findings,EventID,Latitude,Longitude ,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,EngineType,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,ReportStatus,RepGenFlag,MostRecentReportType,DocketUrl,ReportUrl,source_file
ERA25LA377,ACC,201777,2025-09-27T16:30:00Z,Okeechobee,Florida,United States,,N8586A,2844164,False,Aviation,DirectorBrief,2025-12-04T05:00:00Z,2025-12-04T18:00:00Z,,0.0,0.0,0.0,0.0,,Collision with a bird during cruise flight.,Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Effect on equipment,,27.2657,-80.855,PIPER,PA28R,AIR,,,false,1,REC,,INST,091,Substantial,VMC,SKYBORNE AIRLINE ACADEMY INC,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=201777,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/201777/pdf,Florida.csv
ERA25LA364,ACC,201725,2025-09-20T19:55:00Z,Merritt Island,Florida,United States,,N3429Z,22-7343,False,Aviation,DirectorBrief,2025-12-04T05:00:00Z,2025-12-04T18:00:00Z,,0.0,0.0,0.0,0.0,,The pilot’s failure to maintain directional control while landing in a crosswind.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,28.341933,-80.686479,PIPER,PA22,AIR,COI,MERRITT ISLAND,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=201725,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/201725/pdf,Florida.csv
ERA25LA350,ACC,201024,2025-09-17T11:00:00Z,Astatula,Florida,United States,,N580JA,28020080,False,Aviation,,,,Minor,0.0,0.0,1.0,1.0,0.0,,,,28.677894,-81.70615599999998,PIPER AIRCRAFT INC,PA-28-181,AIR,X04,ORLANDO APOPKA,false,1,,,INST,091,Substantial,VMC,Orlando Flight Academy,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/201024/pdf,Florida.csv
ERA25LA345,ACC,201000,2025-09-13T12:37:00Z,Williston,Florida,United States,,N345QA,,False,Aviation,,,,,0.0,0.0,0.0,0.0,,,,,,,CESSNA,172,,,,false,,,,,091,,,N345QA LLC,In work,,,,,Florida.csv
DCA25LA323,ACC,201001,2025-09-12T14:45:00Z,Port Orange,Florida,United States,,N919WN,36625,False,Aviation,,,,Serious,0.0,1.0,0.0,1.0,,,,,29.063393,-81.04911699999998,BOEING,737-7H4,AIR,,,false,2,,SCHD,,121,,,SOUTHWEST AIRLINES CO,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/201001/pdf,Florida.csv
ERA25LA335,ACC,200971,2025-09-06T13:52:00Z,Bell,Florida,United States,,N2469J,1MK342C,False,Aviation,DirectorBrief,2025-12-04T05:00:00Z,2025-12-04T18:00:00Z,,0.0,0.0,0.0,0.0,,The pilot’s failure to raise the landing gear before landing on the water.,"Aircraft - Aircraft systems - Landing gear system - Landing gear selector - Not used/operated, Personnel issues - Action/decision - Action - Forgotten action/omission - Pilot",,29.794986,-82.920069,LAFFERTY JACK,SEA REY,AIR,,,true,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200971,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200971/pdf,Florida.csv
ERA25LA327,ACC,200910,2025-09-01T17:05:00Z,Connerton,Florida,United States,,N680LM,6-3635,False,Aviation,,,,Minor,0.0,0.0,2.0,2.0,0.0,,,,28.3447,-82.49449,MARK STROUT,ZENAIR ZODIAC 601HDS,AIR,X05,PILOT COUNTRY,false,1,,,PERS,091,Substantial,VMC,,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200910/pdf,Florida.csv
ERA25LA324,ACC,200904,2025-08-29T11:27:00Z,New Smyrna Beach,Florida,United States,,N1607F,17255002,False,Aviation,DirectorBrief,2025-11-20T05:00:00Z,2025-11-20T18:00:00Z,Minor,0.0,0.0,2.0,2.0,0.0,"Maintenance personnel’s failure to detect and address water contamination of the airplane’s fuel system, which resulted in a total loss of engine power during initial climb.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid condition, Aircraft - Fluids/misc hardware - Fluids - Fuel - Inadequate inspection, Personnel issues - Task performance - Inspection - Scheduled/routine inspection - Maintenance personnel",,29.057135,-80.957783,CESSNA,172,AIR,EVB,NEW SMYRNA BEACH MUNI (JACK BOLT FLD),false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200904,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200904/pdf,Florida.csv
DCA25LA312,ACC,200930,2025-08-23T14:40:00Z,Miami,Florida,United States,,N805WA,53470,False,Aviation,,,,Serious,0.0,1.0,0.0,1.0,,,,,25.799028,-80.282634,MCDONNELL DOUGLAS AIRCRAFT CO,MD 83,AIR,,,false,2,,SCHD,,121,,,World Atlantic Airlines,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200930/pdf,Florida.csv
ERA25LA323,ACC,200894,2025-08-22T17:40:00Z,Spring Hill,Florida,United States,,N2460A,17280932,False,Aviation,DirectorBrief,2025-11-20T05:00:00Z,2025-11-20T18:00:00Z,,0.0,0.0,0.0,0.0,0.0,"The pilot’s improper landing flare, which resulted in a hard, bounced landing and substantial damage to the airplane’s fuselage.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,28.469326,-82.455167,CESSNA,172,AIR,BKV,BROOKSVILLE-TAMPA BAY RGNL,false,1,REC,,INST,091,Substantial,VMC,AMERICAN AVIATION INC,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200894,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200894/pdf,Florida.csv
ERA25LA314,ACC,200859,2025-08-20T19:16:00Z,Miami,Florida,United States,,N990DM,32R-7780357,False,Aviation,DirectorBrief,2025-12-11T05:00:00Z,2025-12-11T18:00:00Z,,0.0,0.0,0.0,0.0,0.0,"An inflight loss of hydraulic fluid from the landing gear system through a cracked fitting, which resulted in a landing gear collapse upon touchdown.",Aircraft - Fluids/misc hardware - Fluids - Hydraulic fluid - Fluid level,,25.65,-80.43,PIPER,PA32R,AIR,TMB,MIAMI EXEC,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200859,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200859/pdf,Florida.csv
ERA25LA343,ACC,200984,2025-08-20T10:24:00Z,St. Petersburg,Florida,United States,,N8313N,TC-1070,False,Aviation,DirectorBrief,2025-12-18T05:00:00Z,2025-12-18T18:00:00Z,,0.0,0.0,0.0,0.0,0.0,"The pilot’s failure to extend the landing gear prior to landing. Contributing to the accident was a malfunction of the landing gear’s electrical retraction/extension system, which tripped the circuit breaker.","Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Malfunction, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated",,27.765114,-82.62694,BEECH,95-B55 (T42A),AIR,SPG,ALBERT WHITTED,false,2,REC,,PERS,091,Substantial,VMC,ST PETE AVIATION SERVICES LLC,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200984,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200984/pdf,Florida.csv
ERA25LA302,ACC,200801,2025-08-15T15:15:00Z,Titusville,Florida,United States,,N7205Q,17260505,False,Aviation,,,,Serious,0.0,1.0,1.0,2.0,0.0,,,,28.514929,-80.81523199999998,CESSNA,172,AIR,TIX,Space Coast Regional Airport,false,1,,,INST,091,Substantial,,N7205Q LLC,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200801/pdf,Florida.csv
ERA25LA300,ACC,200793,2025-08-14T20:15:00Z,Inverness,Florida,United States,,N4014M,12-2892,False,Aviation,,,,Serious,0.0,1.0,1.0,2.0,0.0,,,,28.808021,-82.31675199999998,PIPER,PA-12,AIR,INF,Inverness Airport,false,1,,,PERS,091,Substantial,VMC,,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200793/pdf,Florida.csv
ERA25LA301,ACC,200796,2025-08-14T18:15:00Z,Oakland Park,Florida,United States,,N802TD,560-5153,False,Aviation,,,,,0.0,0.0,0.0,0.0,,,,,26.169,-80.186,CESSNA,560XL,AIR,FXE,Fort Lauderdale Executive,false,2,,,BUS,091,Substantial,VMC,ALLIANCE AVIATION GROUP LLC,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200796/pdf,Florida.csv
ERA25LA297,ACC,200775,2025-08-11T14:59:00Z,Ponce Inlet,Florida,United States,,N2504M,12-1002,False,Aviation,,,,,0.0,0.0,0.0,0.0,0.0,,,,29.078353,-80.930092,PIPER,PA-12,AIR,EVB,New Smyrna Beach Municipal Airport,false,1,,,BANT,091,Substantial,VMC,AERIAL MESSAGES LEASING CO,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200775/pdf,Florida.csv
ERA25LA293,ACC,200749,2025-08-07T13:55:00Z,Inverness Highlands South,Florida,United States,,N686JA,28020086,False,Aviation,DirectorBrief,2025-11-20T05:00:00Z,2025-11-20T18:00:00Z,,0.0,0.0,0.0,0.0,,The pilot’s inadequate monitoring of the airplane during taxi which resulted in collision with a sign.,Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot,,28.802593,-82.318646,PIPER,PA-28-181,AIR,INF,INVERNESS,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200749,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200749/pdf,Florida.csv
ERA25LA288,ACC,200710,2025-08-05T09:20:00Z,Pembroke Pines,Florida,United States,,N1213F,17272972,False,Aviation,,,,,0.0,0.0,0.0,0.0,0.0,,,,25.989438,-80.522491,CESSNA,172N,AIR,HWO,NORTH PERRY,false,1,,,INST,091,Substantial,VMC,FLIGHT ANSWERS LLC,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200710/pdf,Florida.csv
ERA25LA319,ACC,200877,2025-07-31T15:00:00Z,Tampa,Florida,United States,,N1244G,3607,False,Aviation,DirectorBrief,2025-11-20T05:00:00Z,2025-11-20T18:00:00Z,,0.0,0.0,0.0,0.0,0.0,"The pilot’s failure to maintain directional control during landing roll, which resulted in a runway excursion and collision with an object.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,27.915444,-82.44938899999998,WACO,UBF,AIR,TPF,PETER O KNIGHT,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200877,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200877/pdf,Florida.csv
ERA25LA281,ACC,200670,2025-07-30T12:28:00Z,Kissimmee,Florida,United States,,N121CW,172S8975,False,Aviation,,,,,0.0,0.0,0.0,0.0,0.0,,,,28.257645,-81.45216999999998,CESSNA,172S,AIR,ISM,,false,1,,,INST,091,Substantial,VMC,AEROSTAR TRAINING SERVICES LLC,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200670/pdf,Florida.csv
ERA25LA278,ACC,200651,2025-07-28T17:24:00Z,Lake Worth Beach,Florida,United States,,N974FL,2023009,False,Aviation,,,,Minor,0.0,0.0,6.0,1.0,5.0,,,,26.59992,-80.07295,ORLICAN S R O,M-8 EAGLE,AIR,LNA,PALM BEACH COUNTY PARK,false,1,,,FLTS,091,Substantial,VMC,Valiair LC Trustee,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200651/pdf,Florida.csv
ERA25LA382,ACC,202660,2025-07-26T18:57:00Z,Destin,Florida,United States,,N594BA,,False,Aviation,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,ICON AIRCRAFT INC,A5,,,,false,,,,PERS,091,,VMC,ICON KNIGHTS LLC,In work,,,,,Florida.csv
ERA25LA266,ACC,200525,2025-07-14T20:50:00Z,Pembroke Pines,Florida,United States,,N289,P3370233,False,Aviation,DirectorBrief,2025-11-14T05:00:00Z,2025-11-14T18:00:00Z,Minor,0.0,0.0,3.0,3.0,0.0,"The pilot’s inadequate preflight fuel planning, which resulted in fuel exhaustion and a subsequent total loss of engine power to one of the airplane’s two engines. Contributing to the outcome was the pilot’s loading of the airplane beyond its maximum gross weight.","Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Personnel issues - Task performance - Planning/preparation - Weight/balance calculations - Pilot",,25.983333,-80.216667,CESSNA,T337G,AIR,HWO,North Perry Airport,false,2,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200525,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200525/pdf,Florida.csv
ERA25LA264,ACC,200523,2025-07-11T20:45:00Z,St. Augustine,Florida,United States,,N8503G,15062603,False,Aviation,DirectorBrief,2025-11-14T05:00:00Z,2025-11-14T18:00:00Z,,0.0,0.0,0.0,0.0,,"The pilot’s inadequate fuel planning, which resulted in a total loss of engine power due to fuel exhaustion.","Personnel issues - Task performance - Planning/preparation - Fuel planning - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management",,29.953757,-81.341458,CESSNA,150,AIR,SGJ,NORTHEAST FLORIDA RGNL,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200523,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200523/pdf,Florida.csv
ERA25LA263,ACC,200522,2025-07-10T00:26:00Z,Fort Lauderdale,Florida,United States,,N1293T,34-7250283,False,Aviation,DirectorBrief,2025-11-14T05:00:00Z,2025-11-14T18:00:00Z,,0.0,0.0,0.0,0.0,,"The flight instructor’s inadequate supervision and delayed remedial actions during the landing approach, which resulted in the airplane contacting the runway with the landing gear retracted.","Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated, Personnel issues - Action/decision - Action - Forgotten action/omission - Instructor/check pilot, Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring other person - Instructor/check pilot",,26.198196,-80.17454999999998,PIPER,PA34,AIR,FXE,Fort Lauderdale Executive,false,2,REC,,INST,091,Substantial,VMC,ATA Flight School,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200522,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200522/pdf,Florida.csv
ERA25LA261,ACC,200503,2025-07-09T19:20:00Z,Century,Florida,United States,,N3254C,17256156,False,Aviation,,,,,0.0,0.0,0.0,0.0,,,,,30.0,-87.0,CESSNA,172H,AIR,,,false,1,,,PERS,091,Substantial,VMC,,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200503/pdf,Florida.csv
ERA25LA256,ACC,200457,2025-07-03T11:15:00Z,DeLand,Florida,United States,,N508K,AA2A0184,False,Aviation,,,,Serious,0.0,1.0,0.0,1.0,0.0,,,,29.064158,-81.282976,Kyle Koncak,Aventura II,AIR,DED,,true,1,,,PERS,091,Substantial,VMC,Joseph Perrone,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200457/pdf,Florida.csv
ERA25LA250,ACC,200414,2025-06-29T12:07:00Z,Mount Dora,Florida,United States,,N9420Y,TC-582,False,Aviation,,,,Serious,0.0,1.0,1.0,2.0,,,,,28.844474,-81.62862099999998,BEECH,95-B55 (T42A),AIR,X55,MID-FLORIDA,false,2,,,PERS,091,Substantial,VMC,,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200414/pdf,Florida.csv
ERA25LA235,ACC,200380,2025-06-23T10:35:00Z,Pace,Florida,United States,,N262AL,R18201836,False,Aviation,,,,,0.0,0.0,0.0,0.0,0.0,,,,30.725631,-87.200764,CESSNA,R182,AIR,16FL,J-22 RANCH,false,1,,,PUBU,091,Substantial,,DALE COUNTY SHERIFFS OFFICE,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200380/pdf,Florida.csv
DCA25LA240,ACC,200362,2025-06-22T04:00:00Z,Miami,Florida,United States,,N189UW,1425,False,Aviation,DirectorBrief,2026-03-17T04:00:00Z,2026-03-17T18:00:00Z,Serious,0.0,1.0,9.0,10.0,,The unexpected encounter with a rapidly developing convective cell during climb resulting in convectively induced turbulence on a dark moon-less evening.,Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel,,25.0,-80.0,AIRBUS INDUSTRIE,A321-211,AIR,,,false,2,TF,SCHD,,121,,VMC,AMERICAN AIRLINES INC,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200362,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200362/pdf,Florida.csv
DCA25LA238,ACC,200351,2025-06-15T22:17:00Z,Fort Myers,Florida,United States,,N28478,31649,False,Aviation,DirectorBrief,2025-12-10T05:00:00Z,2025-12-10T19:00:00Z,Serious,0.0,2.0,1.0,3.0,,"The airplane’s inadvertent encounter with convective turbulence during descent, which resulted in serious injuries to two flight attendants.",Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel,,26.537525,-81.762923,BOEING,737-924ER,AIR,,,false,2,TF,SCHD,,121,,VMC,UNITED AIRLINES INC,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200351,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200351/pdf,Florida.csv
DCA25LA234,ACC,200337,2025-06-14T13:15:00Z,Ebro,Florida,United States,,N969WN,41777,False,Aviation,DirectorBrief,2025-10-29T04:00:00Z,2025-10-29T18:00:00Z,Serious,0.0,1.0,0.0,1.0,,"The airplane’s encounter with convective turbulence during climb while diverting to an alternate airport, resulting in a serious injury to a passenger who disregarded the flight crew’s illuminated seat belt sign and the cabin crew’s instruction to remain seated.",Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel,,30.358155,-85.79931399999998,BOEING,737-7H4,AIR,,,false,2,TF,SCHD,,121,,Unknown,SOUTHWEST AIRLINES CO,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200337,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200337/pdf,Florida.csv
ERA25LA234,ACC,200359,2025-06-13T14:51:00Z,Interlachen,Florida,United States,,N783RV,74002,False,Aviation,,,,Minor,0.0,0.0,1.0,1.0,0.0,,,,29.68304,-81.93038099999998,STEVEN SCOTT GRASLEY,RV-7A,AIR,FD22,MELROSE LANDING,true,1,,,PERS,091,Substantial,VMC,,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200359/pdf,Florida.csv
ERA25LA229,ACC,200323,2025-06-12T19:50:00Z,Valparaiso,Florida,United States,,N633AF,0680,False,Aviation,,,,Minor,0.0,0.0,2.0,2.0,,,,,30.480543,-86.523205,ROBINSON HELICOPTER CO,R66,HELI,DTS,DESTIN EXEC,false,1,,,AOBV,091,Substantial,VMC,,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200323/pdf,Florida.csv
ERA25LA273,ACC,200582,2025-06-09T07:00:00Z,New Port Richey,Florida,United States,,N9166Z,29-0035,False,Aviation,,,,,0.0,0.0,0.0,0.0,0.0,,,,28.283083,-82.64069999999998,MOONEY,M20R,AIR,FA40,HIDDEN LAKE,false,1,,,PERS,091,Substantial,VMC,DLH PILOT,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200582/pdf,Florida.csv
ERA25LA232,ACC,200357,2025-06-08T11:34:00Z,Geneva,Florida,United States,,N405XP,S0405,False,Aviation,DirectorBrief,2025-11-14T05:00:00Z,2025-11-14T18:00:00Z,,0.0,0.0,0.0,0.0,0.0,"The airplane’s collision with a submerged object during landing, which resulted in substantial damage to the fuselage/hull.",Environmental issues - Physical environment - Object/animal/substance - Hidden/submerged object - Effect on equipment,,28.758504,-81.05214499999998,SCODA AERONAUTICA LTDA,SUPER PETREL XP,AIR,,,false,1,REC,,PERS,091,Substantial,VMC,SUPER PETREL USA INC,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200357,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200357/pdf,Florida.csv
ERA25LA217,ACC,200265,2025-06-04T14:41:00Z,Palm Bay,Florida,United States,,N2109P,23-699,False,Aviation,,,,Minor,0.0,0.0,1.0,1.0,0.0,,,,28.021136,-80.555638,PIPER,PA-23,AIR,,,false,2,,,PERS,091,Substantial,,,In work,,Prelim,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200265/pdf,Florida.csv
ERA25LA216,ACC,200259,2025-06-01T21:24:00Z,Vero Beach,Florida,United States,,N5200F,17253182,False,Aviation,DirectorBrief,2025-11-14T05:00:00Z,2025-11-14T18:00:00Z,Minor,0.0,0.0,3.0,3.0,0.0,A total loss of engine power for reasons that could not be determined.,Not determined - Not determined - (general) - (general) - Unknown/Not determined,,27.655198,-80.31825499999998,CESSNA,172F,AIR,VRB,VERO BEACH,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200259,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200259/pdf,Florida.csv
ERA25FA201,ACC,200140,2025-05-10T10:35:00Z,Yulee,Florida,United States,,N30689,32R-7885282,False,Aviation,DirectorBrief,2026-03-18T04:00:00Z,2026-03-18T17:00:00Z,Fatal,1.0,0.0,0.0,1.0,0.0,"The pilot’s exceedance of the airplane’s critical angle of attack during takeoff, which resulted in a stall/spin at an altitude too low for recovery. Contributing to the accident was the opening of the nose baggage door and subsequent distraction of the pilot during a critical phase of flight, as well as the external pressure of the approaching thunderstorms, which likely resulted in the pilot rushing to depart.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Capability exceeded, Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Personnel issues - Psychological - Attention/monitoring - Attention - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Convective weather - Thunderstorm - Contributed to outcome, Aircraft - Aircraft structures - Doors - Cargo/baggage doors - Unintentional use/operation",,30.625424,-81.52865,PIPER,PA32RT,AIR,83FL,Nassau Airport,false,1,REC,,PERS,091,Destroyed,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200140,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200140/pdf,Florida.csv
ERA25LA200,ACC,200137,2025-05-08T20:30:00Z,Florida City,Florida,United States,,N5405T,17251305,False,Aviation,DirectorBrief,2025-12-10T05:00:00Z,2025-12-10T18:00:00Z,Minor,0.0,0.0,1.0,1.0,,"The commercial pilot’s improper fuel management, which resulted in a loss of total engine power due to fuel starvation.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot",,25.360915,-80.555356,CESSNA,172,AIR,,,false,1,REC,,PERS,091,Substantial,VMC,EnvySky,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200137,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200137/pdf,Florida.csv
ERA25LA199,ACC,200132,2025-05-07T22:16:00Z,Ocala,Florida,United States,,N174A,34535,False,Aviation,DirectorBrief,2025-11-06T05:00:00Z,2025-11-06T18:00:00Z,Serious,0.0,1.0,0.0,1.0,0.0,"The pilot’s decision to depart on the flight with known electrical issues and his subsequent loss of situational awareness (geographic position), which resulted in his eventual decision to perform an off-airport landing.","Personnel issues - Psychological - Perception/orientation/illusion - Geographic disorient (lost) - Pilot, Personnel issues - Experience/knowledge - Knowledge - Knowledge of geographic area - Pilot, Personnel issues - Psychological - Perception/orientation/illusion - Situational awareness - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot",,29.166761,-82.227945,CESSNA,182A,AIR,OCF,OCALA INTL-JIM TAYLOR FLD,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200132,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200132/pdf,Florida.csv
ERA25LA197,ACC,200130,2025-05-04T15:20:00Z,Crestview,Florida,United States,,N59BR,0501-CW-0756,False,Aviation,DirectorBrief,2025-11-06T05:00:00Z,2025-11-06T18:00:00Z,,0.0,0.0,0.0,0.0,0.0,The pilot’s decision to take off despite having problems controlling the airplane due to his physical stature.,"Personnel issues - Physical - Physical characteristic - Size - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Yaw control - Attain/maintain not possible",,30.76029,-86.570289,ARLIE L RABER III,CHALLENGER 1,AIR,FD93,YELLOW RIVER AIRSTRIP,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200130,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200130/pdf,Florida.csv
ERA25LA194,ACC,200104,2025-05-03T12:29:00Z,Hastings,Florida,United States,,N127EP,172-76481,False,Aviation,DirectorBrief,2025-11-06T05:00:00Z,2025-11-06T18:00:00Z,Minor,0.0,0.0,1.0,1.0,0.0,"The pilot’s inadequate preflight inspection, which resulted in a loss of engine power due to fuel exhaustion.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level, Personnel issues - Task performance - Inspection - Preflight inspection - Pilot",,29.707341,-81.50436899999998,CESSNA,172,AIR,13FA,EARLE AIRPARK,false,1,REC,,PERS,091,Substantial,VMC,,Completed,,Final,https://data.ntsb.gov/Docket?ProjectID=200104,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200104/pdf,Florida.csv
